The National 9/11 Memorial & Museum,0.010043219,0.015391271,5.9680538e-06,0.8556466,0.032214377,0.08669857
Madison Square Garden,2.2852655e-05,0.018082798,5.966928e-06,0.12594147,0.046448957,0.8094979
American Museum of Natural History,2.5619902e-05,2.4040506e-05,6.689471e-06,0.69891834,0.028350122,0.27267516
Ellis Island,0.023059778,0.061735656,5.361265e-06,0.734187,0.16595683,0.01505534
New York Public Library,0.13137402,0.013234921,7.4167556e-06,0.78928316,0.061972614,0.00412792
Gulliver's Gate,2.4517938e-05,2.3006467e-05,6.40174e-06,0.73520976,0.06731378,0.19742258
Greenwich Village,0.10450993,0.51928794,0.011783908,0.14483668,0.14183,0.07775158
St. Patrick's Cathedral,0.73924226,2.4272256e-05,0.0054605743,0.15646534,0.07625945,0.022548094
"Intrepid Sea, Air & Space Museum",1.9228199e-05,0.10684295,5.020567e-06,0.60279846,0.049097903,0.2412364
The Roosevelt Island Tramway,0.31713843,0.019152833,0.0026920254,0.01503804,0.5741036,0.07187505
Chelsea Market,0.027299982,0.8413262,6.1273936e-06,0.07310694,0.020485649,0.03777519
The Oculus,0.4908427,0.08794174,7.63947e-06,0.24610351,0.15730236,0.017802007
Bloomingdale's,0.43184155,0.22007343,6.1214814e-06,0.11870415,3.6394307e-05,0.22933832
Madame Tussauds New York,0.020900108,0.059028026,6.125552e-06,0.5621403,3.641488e-05,0.35788903
Friends Building,0.13444498,0.30538362,7.0980022e-06,0.23233755,0.15361428,0.1742125
Museum of Illusions,2.5648505e-05,0.025288984,6.6969374e-06,0.5133725,3.9812654e-05,0.4612664
Wollman Rink,2.3107845e-05,0.00942837,0.0036874188,0.030283842,0.40894347,0.5476338
Lincoln Square,0.09534803,0.27494964,0.043600745,0.03900331,0.2427344,0.30436385
David H. Koch Theater,6.184428e-05,5.803174e-05,0.036253933,0.13029589,0.019805767,0.8135246
Gapstow Bridge,0.00021672496,0.0002033644,5.6587814e-05,0.1214506,0.8778329,0.00023985408
Hans Christian Andersen Statue,0.112002194,6.9110334e-05,1.9230527e-05,0.34242576,0.533564,0.011919682
Helen Hayes Theatre,3.4367702e-05,3.2249027e-05,8.973557e-06,0.05487712,0.01870004,0.92634726
Greeley Square Park,0.09026394,0.51474077,1.3368771e-05,0.0056857634,0.3299703,0.059325892
Gramercy Park,0.16480899,0.022573309,8.309174e-06,0.16321991,0.5388498,0.110539734
The Players Theatre,0.02488623,0.07600218,1.5892614e-05,0.09180664,9.447248e-05,0.8071946
Greenflea Flea Market,0.025278732,0.7630708,1.2574418e-05,0.12681502,7.475347e-05,0.08474807
Statue of Confucius,0.07519111,0.2577198,0.014537006,0.21237886,0.40688977,0.033283412
American Merchant Marines Memorial,0.00013181072,0.121608816,0.032343637,0.39133286,0.4052709,0.04931198
The Governors Ball Music Festival,0.0005702978,0.1452284,0.00014890733,0.0015921354,0.055039044,0.7974212
Alphabet City,0.23816563,0.53660154,0.02458164,0.00039989356,0.18488334,0.015368005
Conservatory Water,8.602218e-05,0.071502104,2.2460761e-05,0.086334966,0.70036256,0.14169188
Rockefeller Plaza Manhattan New York City,0.29287657,0.16171232,0.054231882,0.0010494161,0.37184966,0.11828013
Delacorte Clock,0.00053128746,0.00049853453,0.0001387214,0.10042161,0.5017911,0.39661872
Jean Dubuffet - Group of Four Trees,0.0004442685,0.030268613,0.0001160004,0.50448287,0.4641966,0.00049168064
Cunard Building,0.36597255,0.120035835,9.204605e-05,0.15518,0.14800619,0.21071337
Center for Jewish History,0.044378746,0.014281848,0.04014856,0.86763465,0.00021652736,0.033339646
Marilyn Monroe's subway grate,0.21108893,0.227778,6.4153326e-05,0.22763704,0.27606273,0.05736915
The Drawing Center,0.0005445294,0.13428827,0.00014217908,0.8117467,0.00084515294,0.052433174
Church of St. Francis Xavier,0.74402755,0.00047817672,0.00013305657,0.25400618,0.0007910857,0.0005639793
26th Street Flea Market,0.00025543888,0.8261605,6.669619e-05,0.10936851,0.0003964652,0.063752435
One Chase Manhattan Plaza,0.9767042,0.003283525,0.0009136683,0.009794776,0.0054311627,0.003872675
Nuyorican Poet's Cafe,0.03516248,0.03575899,1.391934e-05,0.16974226,8.275487e-05,0.75923955
Miriam and Ira D. Wallach Art Gallery,0.065055326,0.00033005528,0.19785649,0.6308123,0.00054609915,0.10539972
Lady Liberty,0.00025155226,0.00023604473,6.568141e-05,0.4095384,0.2631598,0.32674858
Aqueduct Race Track,0.06621377,0.085551545,2.0276437e-05,0.00021782567,0.17833884,0.66965777
Dante Park,0.00038738054,0.08056051,0.00010114676,0.07002569,0.7364946,0.11243063
Carnegie Hill,0.37534514,0.07762739,5.1318963e-05,0.236739,0.062463056,0.24777405
Merkin Concert Hall,0.00023021598,0.0002160234,6.0110313e-05,0.091200024,0.00035731288,0.90793633
The Studio Museum in Harlem,0.033663686,0.050818082,0.0041006603,0.7480635,6.195034e-05,0.16329214
"New Era Factory Outlet, Inc.",0.4159482,0.16771467,0.00010991144,0.0011826784,0.0006534353,0.41439104
Joker Stairs,0.06362567,0.32298356,0.00020027474,0.25690585,0.25752905,0.098755546
Beresford,0.6687213,0.00043871562,0.00012207626,0.109184355,0.00072572584,0.22080788
Christ Church,0.83480114,0.00081455684,0.00022665724,0.0024390123,0.16075791,0.0009607193
America's Response Monument,0.00074009184,0.0006944671,0.00019324127,0.48470417,0.5128489,0.00081907347
Astor Place,0.21041314,0.24926719,0.00021298292,0.2729253,0.13164848,0.13553292
Barrymore Theater,0.022077441,6.006385e-05,1.6713258e-05,0.13456656,0.0065999515,0.8366793
Wagner Cove,0.00053834636,0.07684935,0.00014056463,0.0015101949,0.90122163,0.019739931
Throgs Neck Bridge,0.00027441478,0.10786959,7.1650895e-05,0.00077269017,0.6014538,0.28955784
National Park Service - Information Center on Liberty Island,0.00023312171,0.05659984,6.08691e-05,0.52037,0.29750028,0.12523594
De Witt Clinton Park,0.0003267164,0.00030657504,8.530705e-05,0.22751957,0.5783068,0.19345504
Christopher Columbus Statue,0.26658264,0.0005293272,0.012695793,0.03422654,0.6853414,0.00062430254
Skirball Center for the Performing Arts at NYU,0.00016269578,0.0932183,0.053714737,0.09561805,0.00025256173,0.7570337
National Academy of Design Museum,0.04004121,0.024077486,4.1088737e-05,0.89644563,0.00024426606,0.039150298
Ralph Bunche Park,0.25685632,0.055594258,9.025425e-05,0.37451053,0.31256613,0.00038255384
The Ansonia,0.5537808,0.00053646154,0.00014927487,0.40334058,0.00088744017,0.041305445
Italian American Museum,0.020029014,0.20674264,4.8628815e-05,0.7726845,0.00028909495,0.00020611883
79th Street Boat Basin,0.02019293,0.31239706,0.028510919,0.017414995,0.53957057,0.08191349
Alexander Hamilton Statue,0.03730061,0.00027007272,7.514999e-05,0.41106027,0.41700038,0.13429348
Inwood Park,0.00015916275,0.13022439,4.1558083e-05,0.089031465,0.6612412,0.119302265
The Chanin Building,0.30418974,0.0005366126,0.04064664,0.49420655,0.15978755,0.0006328956
I Heart Radio Theater,0.00037407936,0.00035101807,9.767371e-05,0.13085255,0.034965362,0.83335936
The Northern Dispensary,0.3100792,0.09866919,0.015469732,0.57507765,0.00041109862,0.00029309257
Sperone Westwater,0.15288942,0.00080989284,0.00022535944,0.84378046,0.0013396122,0.0009552099
Logos Bookstore,0.00069451483,0.46835902,0.00018134074,0.3570815,0.06681339,0.10687024
New York Grand Opera,0.21946289,0.00048466,0.06309285,0.3843597,0.00080172234,0.3317982
Canyon of Heroes,0.0012651335,0.0011871409,0.00033033182,0.2130348,0.52227354,0.26190904
Greater Zion Hill Baptist Church,0.52499765,0.0016228235,0.00045156418,0.26348874,0.002684625,0.20675458
Giuseppe Garibaldi Statue,0.0009628447,0.05691927,0.00025140308,0.439693,0.5011079,0.0010655994
The Lowline Lab,0.00028502813,0.058306936,7.442197e-05,0.67611533,0.19985534,0.06536295
Church of the Holy Trinity,0.5125279,0.00026745957,7.4422846e-05,0.24370387,0.24311097,0.00031545025
Castle Williams,0.00029800582,0.0002796346,7.7810655e-05,0.42893606,0.39470682,0.17570165
The Broken Kilometer,0.07963935,0.07285549,0.00010449581,0.8463365,0.0006212377,0.00044291702
Foxwoods Theater,5.4367385e-05,5.101577e-05,0.046098173,0.04260024,0.01380017,0.897396
Grey Art Gallery NYU,0.00048192122,0.00045221197,0.032385644,0.8346841,0.13146286,0.00053335197
William Cullen Bryant Statue,0.00027179727,0.00025504158,7.0967435e-05,0.54628724,0.39734173,0.055773236
Port Authority Bus Terminal,0.6921634,0.00026190854,7.2878225e-05,0.08418253,0.00043330505,0.22288595
Larry's Freewheeling,0.11451285,0.22380354,7.08541e-05,0.0441021,0.17694357,0.44056708
China Institute,0.04719964,0.050824862,0.016393853,0.87603277,0.009168972,0.00037988496
Fantasy Forest Amusement Park at the Flushing Meadows Carousel,0.00015662215,0.00014696688,4.0894738e-05,0.111516826,0.30395848,0.58418024
Citicorp Center,0.3421966,0.1344556,9.2155744e-05,0.19571894,0.18082024,0.14671645
Church of Our Lady of Guadalupe,0.7102159,0.00045543088,0.0001267274,0.1802754,0.00075331924,0.10817322
Ancient Playground,0.0003632727,0.00034087765,9.485204e-05,0.19448596,0.32925063,0.4754644
Pier 34,0.11729098,0.00046845246,0.00013035075,0.113220535,0.60855335,0.16033633
St. Jean Baptiste Roman Catholic Church,0.7297306,0.0003547753,9.871918e-05,0.22103152,0.04836601,0.0004184321
Peace Fountain - Friedensbrunnen,0.2999876,0.0002806869,7.810344e-05,0.25366476,0.4456578,0.00033105238
City Cinema 123,0.02021222,0.00021845587,6.0787155e-05,0.03542028,0.023783727,0.9203046
New York City Opera,0.00021931587,0.00020579553,0.1608588,0.25056657,0.00034043967,0.5878091
Life Underground,0.41024652,0.00032811327,9.130024e-05,0.41945273,0.0995267,0.07035465
The New York Mosque,0.3480231,0.030352075,9.017696e-05,0.6206164,0.0005360927,0.00038222648
2120: An Art Experience at Portion Gallery,0.00043147503,0.21345246,0.00011266008,0.5805896,0.0006697632,0.2047441
New York Society Library,0.0006323678,0.00059338385,0.00016511399,0.88015115,0.117758155,0.0006998569
Soldiers' and Sailors Monument New York,0.030514017,0.038965885,4.564958e-05,0.24396805,0.6863129,0.00019349092
Theodore Roosevelt Park,0.00026827198,0.0710055,7.004701e-05,0.17939709,0.74896216,0.00029690226
Institute for the Study of the Ancient World,0.023030492,0.037973877,0.025042232,0.8661243,0.00012418836,0.047704957
Ukrainian Museum,0.03847285,0.044841655,0.05489114,0.83879167,0.0071890224,0.015813667
Guardians Superhero Sculptures,0.00093397807,0.00087640056,0.00024386575,0.70841205,0.2465035,0.04303022
Poster House,0.041011747,0.00013327033,3.7083573e-05,0.95844024,0.00022044021,0.00015718325
53rd Street Public Library,0.17187214,0.00037067474,0.0001031433,0.53730094,0.00061319605,0.28973988
Tribeca Film Festival,0.00026506616,0.00024872547,0.012441554,0.16861804,0.00041140264,0.8180152
New York City Aids Memorial,0.00066744105,0.029126707,0.00017427171,0.784283,0.18500997,0.0007386723
Holy Cross Church,0.6786351,0.00084661413,0.00023557746,0.0025407113,0.15890016,0.1588418
Fort Schuyler,0.0008675937,0.0639154,0.07881374,0.7025791,0.15286407,0.0009601827
Stephen A. Schwarzman Building,0.09390591,0.00026848933,7.470939e-05,0.8279046,0.07752967,0.00031666388
Arcadia Earth,0.00020122918,0.03198025,5.2541818e-05,0.7005892,0.00031237668,0.26686442
Mickey The True Original Exhibition,0.00040010203,0.00037543676,0.00010446839,0.5008471,0.0006210653,0.49765188
Grolier Club,0.00022757835,0.02871602,0.039742053,0.88777477,0.00035322746,0.043186344
Roosevelt Island Historical Society Visitor Center Kiosk,0.101230286,0.14772405,9.810229e-05,0.12608978,0.624442,0.00041581766
The San Remo,0.7352996,0.0005815503,0.040545143,0.06488291,0.15800492,0.00068589643
American Irish Historical Society,0.09860401,0.00012887773,3.5861296e-05,0.702431,0.00021320485,0.19858702
Strivers' Row,0.3684581,0.0003736573,0.00010397322,0.34668317,0.19966199,0.08471907
The Art Students League of New York,0.0004392978,0.1468601,0.053079344,0.7984533,0.0006818661,0.00048618088
Holy Innocents Church,0.84102,0.00045836618,0.0001275442,0.15709524,0.000758211,0.0005406108
John Jay Park,0.0002624233,0.00024624562,6.8519876e-05,0.00073809933,0.69306105,0.30562368
Pearl River,0.07629326,0.5427083,1.3529862e-05,0.18697746,0.052867003,0.14114045
The Africa Center,0.00057150866,0.3023641,0.00014922334,0.3608176,0.00088729983,0.33521026
Memorial Baptist Church,0.15225855,0.00062329246,0.00017343633,0.46379435,0.0010309657,0.3821194
Main Street Park,0.0022760942,0.39624622,0.00059429824,0.006407323,0.5919571,0.002518999
Kelly Temple,0.58008116,0.0010430061,0.0002902251,0.07893172,0.0017251597,0.33792874
Pulitzer Fountain,0.0006925177,0.0006498255,0.00018081936,0.21898212,0.7787283,0.00076642213
Father Duffy statue,0.18438919,0.0002358802,6.563561e-05,0.31888458,0.34266055,0.15376413
75 1/2 Bedford Street,0.36799645,0.30661172,0.0014866961,0.30876717,0.008836465,0.006301507
Sara D Roosevelt Park,0.0003220645,0.28141013,8.4092426e-05,0.15972193,0.39109993,0.16736184
Daryl Roth Theatre,0.00011700356,0.082322285,3.0550113e-05,0.13472106,0.00018161943,0.78262746
Salmagundi Museum of American Art,0.070393905,0.084243566,5.398924e-05,0.7034048,0.00032096374,0.14158286
Manhattan Waterfront Greenway,0.1096688,0.091975495,0.01917812,0.00023685649,0.7251612,0.053779524
Artists & Fleas,0.05781344,0.64069045,9.101728e-05,0.3004783,0.0005410535,0.00038578777
St. John the Baptist Church,0.63262784,0.00027994983,7.7898374e-05,0.1811497,0.18553443,0.00033018168
Kirk Theatre,0.00019386166,0.00018191052,5.0618117e-05,0.09666222,0.0003008996,0.9026105
Lucille Lortel Theatre,0.000103959894,0.0073968787,2.7144382e-05,0.16333316,0.0001613686,0.82897747
Tweed Courthouse,0.40493017,0.043644723,0.017383166,0.47843748,0.04430303,0.011301421
Robert F. Kennedy Bridge,0.11788472,0.10360599,3.1274914e-05,0.16535068,0.47273773,0.14038958
Bartman Statue,0.04366526,0.0003038988,0.026042486,0.3690162,0.40507293,0.1558992
Masjid Malcolm Shabazz Mosque,0.0020834662,0.0019550256,0.0005440023,0.66675186,0.27521995,0.053445715
Museo de la Estatua de la Libertad,0.08001667,0.00073848094,0.00020548842,0.5581677,0.36000067,0.0008709878
Cooper Union Foundation Building,0.24665649,0.00015897972,0.0566781,0.54155517,0.03700403,0.11794727
"Machpelah Cemetery, site of Houdini's grave",0.0003923351,0.0003681485,0.00010244039,0.5284486,0.24743044,0.2232581
Asphalt Green,0.00022677006,0.05421152,5.921066e-05,0.12141765,0.36152756,0.46255735
Riverbank State Park,0.00021190425,0.049648155,0.040841352,0.0005925516,0.6609798,0.2477262
Turtle Pond,0.00051022886,0.057462636,0.00013322305,0.0014227692,0.9399065,0.0005646812
Church of the Ascension,0.79274744,0.00032616776,9.075889e-05,0.1933693,0.013081608,0.00038469295
Hudson Street,0.15075178,0.5190785,0.045716967,0.092222214,0.19196358,0.00026698504
Church of Saint Agnes,0.84836215,0.00024985737,6.9524875e-05,0.054947793,0.028857164,0.0675135
The Davenport Theatre,9.642686e-05,9.04824e-05,2.517748e-05,0.119292945,0.00014967931,0.88034534
Group of Bears Statue,0.061646335,0.03124385,5.1965744e-05,0.23111676,0.6535517,0.022389423
Attractions4Us New York City,0.057952043,0.06552863,6.9289513e-06,0.38221428,0.07254634,0.42175174
The Episcopal Church of The Heavenly Rest,0.510437,0.045012247,5.44548e-05,0.3191276,0.072903246,0.05246548
Elevated Acre,0.18884952,0.09829743,5.5150587e-05,0.117115505,0.44537547,0.15030694
Holy Trinity Greek Orthodox Cathedral,0.98588747,0.0019911572,0.0005540559,0.0059255804,0.0032933122,0.0023484246
Double Check,0.11319799,0.0006429659,0.0001789106,0.5005607,0.30315426,0.08226516
4 World Trade Center,0.24544398,0.35790274,0.02483025,0.16288403,0.20847239,0.00046658213
Highbridge Park,0.1094419,0.083497085,0.0038013035,0.037322357,0.6953681,0.070569225
Harlem Meer,0.038856238,0.06828934,6.966652e-05,0.12068632,0.5765907,0.19550772
Dyckman Farmhouse Museum,0.17345504,0.040887978,0.041626774,0.64533174,0.08283108,0.015867438
Our Lady of Pompeii,0.78448,0.13424754,0.00011314326,0.08000704,0.000672712,0.00047957405
St. Luke's Theatre,0.028829556,0.0077087968,1.8442128e-05,0.092240736,0.00010964876,0.8710928
Katharine Hepburn Garden,0.000458521,0.00043025432,0.00011972182,0.13419862,0.78040856,0.08438431
Second Avenue Subway,0.55482197,0.0001436336,3.9967246e-05,0.18748592,0.09961948,0.15788904
St. Mark's-in-the-Bowery Church,0.376334,0.00017404422,4.8429247e-05,0.5180662,0.057958458,0.047418803
MoPi - Museum of Pizza,0.043231707,0.26114932,3.135043e-05,0.36319184,0.00018635887,0.3322094
Hallett Nature Sanctuary,0.045914173,0.00013710007,3.814923e-05,0.10087987,0.852869,0.0001617
"Sadigh Gallery Ancient Art, Inc",0.022714691,0.15950477,0.00010667393,0.4997146,0.00063404924,0.31732517
Judd Foundation,0.12393631,0.005268796,0.014626575,0.703662,0.00023141332,0.1522749
The Appel Room,0.06748792,0.00015860215,0.030870277,0.026764017,0.116541505,0.7581777
Playwrights Horizons,8.5318614e-05,8.0058926e-05,2.227706e-05,0.2343471,0.028850272,0.736615
Rockaways,0.08679628,0.2509029,1.9342673e-05,0.00020825348,0.45073935,0.21133384
Union Square Metronome,0.00074868597,0.0007025311,0.00019548515,0.61915034,0.18956192,0.18964097
Marble Collegiate Church,0.64731526,0.00010833345,0.014157414,0.24711291,0.00017920538,0.091126904
Jefferson Market Library,0.25966159,0.061285414,2.3598428e-05,0.562951,0.115978375,0.000100024634
Hester Street Fair,0.06776143,0.7893722,2.403112e-05,0.025662383,0.00014285962,0.11703715
Joan of Arc Memorial,0.09158474,0.042352702,5.2329775e-05,0.17569074,0.6710082,0.019311253
American Standard Building,0.5484654,0.00034758134,9.671739e-05,0.3472801,0.103400245,0.0004099494
Saint Paul Chapel,0.47543368,0.00048107197,0.0001338623,0.41324028,0.11014371,0.0005673904
Mmuseumm,0.00043703313,0.20104277,0.000114111244,0.7188748,0.07904761,0.00048367365
Electric Zoo,0.00027094918,0.044907503,0.0045786635,0.0007615842,0.060288593,0.8891927
George M. Cohan Statue,0.07921239,0.00015480163,4.3074848e-05,0.09518828,0.35287246,0.47252896
St. Vartan Armenian Cathedral,0.49697542,0.00024299047,6.761411e-05,0.40823576,0.055524155,0.038954053
Museum of Comic and Cartoon Art MOCCA NYC,0.0002494481,0.09335437,0.046203773,0.66463417,0.011359914,0.18419833
Lever House,0.14357023,0.3773024,7.472775e-05,0.3494909,0.00044423906,0.12911744
John V. Lindsay East River Park,9.262981e-05,0.10911359,0.003872741,0.045752358,0.7569307,0.08423802
Artechouse,0.00041750516,0.08144951,0.000109012486,0.5868525,0.0006480114,0.33052346
The Immigrants,0.04623368,0.0002201395,0.028133443,0.53696424,0.3881889,0.00025963955
Graffiti Hall of Fame,0.05896835,0.09735038,0.00011334098,0.54610795,0.19510107,0.10235897
Church of the Transfiguration,0.6756469,0.020626994,0.0030598617,0.15381382,0.12040707,0.026445352
Fotografiska New York,0.06934007,0.26546007,4.746723e-05,0.66466904,0.00028216155,0.00020119551
Sloomoo Institute,0.00026478505,0.10171978,6.913656e-05,0.23039417,0.06082918,0.60672295
Taglialatella Galleries,0.00094993657,0.00089137565,0.025110057,0.6856071,0.06134066,0.2261009
Alice Tully Hall,0.13264418,0.00013690139,0.123102546,0.10468565,0.015670799,0.6237599
Urbanspace - Broadway Bites,0.045188513,0.838541,2.6020723e-05,0.00027894464,0.030924369,0.08504119
Metropolitan Life Insurance Tower,0.63208574,0.00023484066,0.0069481065,0.27040273,0.090051524,0.000276979
Korean War Veterans Memorial,0.00025192593,0.0002363954,0.014581844,0.6096466,0.37500438,0.00027881106
World Trade Center Transportation Hub,0.47041756,0.00022105633,0.006758171,0.3145313,0.20781118,0.00026072084
Shrine of St. Elizabeth Ann Bayley Seton,0.63322437,0.00023603464,6.567861e-05,0.25001267,0.11618278,0.00027838617
Tudor City Greens,0.1860759,0.0001583114,4.4051456e-05,0.1256192,0.6879158,0.00018671718
